12103530,2021-03-24 19:41:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58865.3082367601,58865.3082367601,58865.3082367601,0,0,0.0006133187157783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006095453042125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221433.499556874,221433.499556874,221433.499556874,0,0,0.0006096586106789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0006092868429756,0,0,0,57337.52293266,57337.52293266,57337.52293266,0,0,0.0006127142104682,0,0,0,0,0,0,0,0,0,0,0,0,100721.203918337,100721.203918337,100721.203918337,0,0,0.000612532920122,69.9050083440437,0,69.9050083440437,0,0.000000157816214,0.000000157816214,0,0,0.0006136365863517,0,0,0,0,0,0,0,0,0,336.052994099797,0.825,336.052994099797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.2437201323,336.0529940998,0.825,9.31511693486902,267.928603197464,1.034767161190340
12150835,2021-04-01 02:08:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58865.3082367601,58865.3082367601,58865.3082367601,0,0,0.000517351600536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221433.499556874,221433.499556874,221433.499556874,0,0,0.0005152944706874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,29295.7503418647,29295.7503418647,29295.7503418647,0,0,0.000517017886061,0,0,0,0,0,0,0,0,0,0,0,0,25309.1118385399,25309.1118385399,25309.1118385399,0,0,0.0005168564613848,69.9050083440437,0,69.9050083440437,0,0.000000157816214,0.000000157816214,0,0,0.0005176387502004,0,0,0,0,0,0,0,0,0,266.541872454251,0.825,266.541872454251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.8970447748,266.5418724543,0.825,47.1119204978251,172.785124276932,1.272661901277540
12192725,2021-04-07 12:40:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58865.3082367601,58865.3082367601,58865.3082367601,0,0,0.0005051864625562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005098399588552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221433.499556874,221433.499556874,221433.499556874,0,0,0.0005039173272019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.000512769508481,0,0,0,0,0,0,0,0,0.000504971662532,0,0,0,0,0,0,0,0,0,0,0,0,25309.1118385399,25309.1118385399,25309.1118385399,0,0,0.000504949476614,258.427412855665,0,258.427412855665,30000.00000016,30000.00000016,30000.00000016,0,0,0.0005054400879369,0,0,0,0,0,0,0,0,0,256.787406800229,0.825,256.787406800229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.8496106102,256.7874068002,0.825,42.584451110493,169.265159499696,1.251584267172060
12242553,2021-04-15 04:35:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58865.3082367601,58865.3082367601,58865.3082367601,0,0,0.000408116950582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004077013653198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221433.499556874,221433.499556874,221433.499556874,0,0,0.0004080753920558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0004106732073811,0,0,0,0,0,0,0,0,0.0004084371956958,0,0,0,0,0,0,0,0,0,0,0,0,25309.1118385399,25309.1118385399,25309.1118385399,0,0,0.0004077661477283,258.427412855665,0,258.427412855665,2.69761764748231,2.69761764748231,2.69761764748231,0,0,0.0004091840268582,0,0,0,0,0,0,0,0,0,256.787406800229,0.825,256.787406800229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.8496106102,256.7874068002,0.825,87.1428155126957,124.706795097493,1.698781613660820
12289939,2021-04-22 12:15:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58865.3082367601,58865.3082367601,58865.3082367601,0,0,0.0003872468930272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221433.499556874,221433.499556874,221433.499556874,0,0,0.0003876177939525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000.000000624,100000.000000624,100000.000000624,0,0,0.0003872341166905,258.427412855665,0,258.427412855665,2.69761764748231,2.69761764748231,2.69761764748231,0,0,0.0003875639784738,0,0,0,0,0,0,0,0,0,256.787406800229,0.825,256.787406800229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.8496106102,256.7874068002,0.825,64.4981811142781,147.351429495911,1.437716697658970
12336307,2021-04-29 15:58:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58720.3239689229,58720.3239689229,58865.3082367601,0,0,0.0003595929480732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220893.022317198,220893.022317198,221433.499556874,0,0,0.0003591777062559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299635.861264,299635.861264,300168.89757431,0,0,0.0003594467513434,258.047052135982,0,258.427412855665,2.69287842996459,2.69287842996459,2.69761764748231,0,0,0.0003600717693037,0,0,0,0,0,0,0,0,0,299.322637262787,0.825,299.326649541337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.9411757418,299.3226372628,0.825,38.7818057033492,208.15937003845,1.186308239192810
12382675,2021-05-06 19:36:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58865.3082367601,58865.3082367601,58865.3082367601,0,0,0.0002891990609381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221433.499556874,221433.499556874,221433.499556874,0,0,0.0002879978683873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300168.89757431,300168.89757431,300168.89757431,0,0,0.0002885872304878,258.427412855665,0,258.427412855665,2.69761764748231,2.69761764748231,2.69761764748231,0,0,0.0002899843009606,0,0,0,0,0,0,0,0,0,299.326649541337,0.825,299.326649541337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.9444858716,299.3266495413,0.825,79.5226250494666,167.421860822137,1.474983521619970
12429043,2021-05-13 23:24:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58865.30823676,58865.30823676,58865.3082367601,0,0,0.0002745893420706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221433.499556874,221433.499556874,221433.499556874,0,0,0.0002739433571491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300168.89757431,300168.89757431,300168.89757431,0,0,0.0002745789317962,258.427412855665,0,258.427412855665,280002.721320358,280002.721320358,280002.721320358,0,0,0.0002749347988077,0,0,0,0,0,0,0,0,0,299.326649541337,0.825,299.326649541337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.9444858716,299.3266495413,0.825,10.7179162519863,236.226569619617,1.045371341036040
12469819,2021-05-20 07:05:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58865.3082367601,58865.3082367601,58865.3082367601,0,0,0.0003701317569815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003718493297547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28686.106076269,28686.106076269,28686.106076269,0,0,0.000371311802675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0003813218582022,0,0,0,0,0,0,0,0,0.0003699051379307,0,0,0,0,0,0,0,0,0,0,0,0,29068.1568497026,29068.1568497026,29068.1568497026,0,0,0.0003699650274678,258.427412855665,0,258.427412855665,52836.3490258249,52836.3490258249,52836.3490258249,0,0,0.0003710179003171,0,0,0,0,0,0,0,0,0,83.8220033637226,0.825,83.8220033637226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.1531527751,83.8220033637,0.825,6.35631032991428,62.7968424451568,1.101220221947710
12521779,2021-05-28 08:32:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7557.03239833201,7557.03239833201,7576.74573358995,0,0,0.0003910462387799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7170.64078440833,7170.64078440833,7176.23673786194,0,0,0.000383950930593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17260.7006855746,17260.7006855746,17271.3035649663,0,0,0.0003907100774225,258.347681334807,0,258.427412855665,3544.41304063654,3544.41304063654,3546.24521157889,0,0,0.0003912656611759,0,0,0,0,0,0,0,0,0,20.0001254458756,0.825,20.0004570486257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5001034928,20.0001254459,0.825,2.66104338196752,13.8390601108799,1.192284978939830
12568147,2021-06-04 13:07:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7576.74573358995,7576.74573358995,7576.74573358995,0,0,0.0003783235341997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7176.23673786194,7176.23673786194,7176.23673786194,0,0,0.0003756135973862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17271.3035649663,17271.3035649663,17271.3035649663,0,0,0.0003785537160358,258.427412855665,0,258.427412855665,3546.24521157889,3546.24521157889,3546.24521157889,0,0,0.0003786112614948,0,0,0,0,0,0,0,0,0,20.0004570486257,0.825,20.0004570486257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5003770651,20.0004570486,0.825,3.05765922622247,13.4427178388937,1.227458410037870
12614515,2021-06-11 17:10:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7576.74573358995,7576.74573358995,7576.74573358995,0,0,0.0004186569784942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7176.23673786194,7176.23673786194,7176.23673786194,0,0,0.0004224004147295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24787.7524665835,24787.7524665835,24787.7524665835,0,0,0.0004186030469246,258.427412855665,0,258.427412855665,3546.24521157889,3546.24521157889,3546.24521157889,0,0,0.0004187598247433,0,0,0,0,0,0,0,0,0,23.000947925649,0.825,23.000947925649,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9757820387,23.0009479256,0.825,0.911225456524718,18.0645565821357,1.050442724812070
12660113,2021-06-18 18:42:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7576.74573358995,7576.74573358995,7576.74573358995,0,0,0.000462147440336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004612449799196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7176.23673786194,7176.23673786194,7176.23673786194,0,0,0.0004557845173798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0004615228731016,0,0,0,0,0,0,0,0,0.000461843235009,0,0,0,0,0,0,0,0,0,0,0,0,6203.94225916805,6203.94225916805,6203.94225916805,0,0,0.0004621811383464,258.427412855665,0,258.427412855665,3546.24521157889,3546.24521157889,3546.24521157889,0,0,0.0004624077920878,0,0,0,0,0,0,0,0,0,14.2408853925396,0.825,14.2408853925396,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7487304488,14.2408853925,0.825,0.469182689754483,11.2795477590907,1.041595877758160
12704295,2021-06-25 16:26:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909.26117702464,1909.26117702464,1909.26117702464,0,0,0.0005471271417072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005465040000438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3602.80599901689,3602.80599901689,3602.80599901689,0,0,0.0005417674663103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0005497188196448,0,0,0,0,0,0,0,0,0.0005471912081172,0,0,0,0,0,0,0,0,0,0,0,0,3103.04508754818,3103.04508754818,3103.04508754818,0,0,0.0005471413786872,258.427412855665,0,258.427412855665,3546.24521157889,3546.24521157889,3546.24521157889,0,0,0.0005467525996177,0,0,0,0,0,0,0,0,0,8.32837827707504,0.825,8.32837827707504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8709120786,8.3283782771,0.825,0.237697234691732,6.63321484389518,1.035834394073710
12752743,2021-07-03 05:23:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909.26117702464,1909.26117702464,1909.26117702464,0,0,0.0004670528565296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004687718135836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802.37234334982,1802.37234334982,1802.37234334982,0,0,0.000465705313649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0004726539315776,0,0,0,0,0,0,0,0,0.0004673421489762,0,0,0,0,0,0,0,0,0,0,0,0,5405.21080515152,5405.21080515152,5405.21080515152,0,0,0.0004671275126448,5.49373364414742,0,5.49373364414742,3023.87650119978,3023.87650119978,3023.87650119978,0,0,0.0004668153567629,0,0,0,0,0,0,0,0,0,8.00044317661036,0.825,8.00044317661036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6003656207,8.0004431766,0.825,0.932750690195361,5.66761493050819,1.164575522796100
